COLLECTABLES,,,,,,,,,,,,,,,,,
EntityID,Rarity,UnlockRules,LockRules,OnlyInStationsIDs,IsAlwaysPresentInStations,ExcludeFromRolls,IsAlwaysPresentInStations,isGenericPY(orStarter),Note,Sblocchi visualizzato in,Can Be Sold,,Name,Description,Price,ModuleType,Quality
MOD01c-Engine_S_Outpost,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Utority Propulser ,Cagetastic developed this engine from cage-building drone tech. It proved so efficient that it was repurposed for raider engines.,0,MainEngine,0
MOD02-Engine_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Propulser 44,"Manufactured by HomeInSpace, a safe and reliable engine used by most raiders.",0,MainEngine,0
MOD02b-Engine_M_Poor,Uncommon,EV_IC_INT-MugaiHub_SY01Q00,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-MugaiBabe,TRUE,TRUE,Recycled Propulser 44,"Manufactured by HomeInSpace, a fairly safe engine used by most raiders.
Recycled Module.",400,MainEngine,460
MOD02c-Engine_M_Premium,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Medium Engine (Premium),Medium Engine (Premium),0,MainEngine,0
MOD02d-EngineGold_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Goold Boost,"The Gold Guild forged this engine from the rarest Neterun materials, believing it their greatest creation and a tribute to their golden god.",0,MainEngine,0
MOD02e-EngineLevel_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Propulser 44 Mod 0,"Home In Space gave elite raiders the codes to build an upgradeable version of their engine, likely in exchange for valuable loot.",0,MainEngine,0
MOD03-Engine_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Propulser 45,The HIS Propulser 44 patent evolved into this Reduced Transmission model. Save energy and go the distance.,0,MainEngine,0
MOD03b-Engine_L_Poor,Rare,EV_CC_CUT_ERAST_DIALOGUE,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-GoldLastStand,TRUE,TRUE,Recycled Propulser 45,"The HIS M-engine patent evolved into this Reduced Transmission model. Save energy and go the distance, if you know your way around the galaxy.
Recycled Module.",600,MainEngine,520
MOD03c-Engine_L_Premium,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Large Engine (Premium),Large Engine (Premium),0,MainEngine,0
MOD04-Cargo_XS,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD04-Cargo_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD05-Cargo_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD06-Cargo_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD07-Gun_S_00,Uncommon,EV_IC_INT-StationRec-Sapphirum,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,Reward stazione Sapphirum,SS-Sapphirum,TRUE,TRUE,Lon-1,A scout raider weapon used in major colonial wars of the Human Empire. Patented by Tolec.,500,Gatling,499
MOD07-Gun_S_01,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Lon-2,"The Lon-2 keeps all the merits of the Lon-1 while fixing its flaws. A decisive weapon in early raider wars, used in the Guilds’ attack on the Core planet.",100,Gatling,222
MOD07-Gun_S_02,Epic,EV_IC_INT-StationRec-Crystal,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,Reward Stazione Crystal,SS-Crystal,TRUE,TRUE,Meteor Phaser,"Designed by Isaac Greyling, the Meteor Phaser was widely used in the Thornstone region for resource extraction.",800,Gatling,612
MOD07-Gun_S_03,Rare,EV_IC_INT-StationRec-Opaleum,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,Reward Stazione Opaleum,SS-Opaleum,TRUE,TRUE,Omega Phaser,"An old Opal Mhafek project before their extermination. After the war, K&B obtained the original design for free.",600,Gatling,537
MOD07-Gun_S_04,Rare,EV_IC_INT-StationRec-Emerald,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,reward Stazione Emerald,SS-Emerald,TRUE,TRUE,Pulser Mk1,"A direct evolution of the Mk1, made necessary during the Great Fixing Attack, when the Empire destroyed insurgent colonies.",600,Laser,521
MOD07-Gun_S_05,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Pulser Mk2,"The latest pulser on the market. Easy to master but expensive, it uses energy storage tech for greater damage than earlier models.",100,Laser,222
MOD07-Gun_S_06,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Pulser Mk3,An IGF spy stole the Pulser MK1 concept. Their designers kept the base structure but added “Warp” projectile triggering for better energy use.,100,Laser,222
MOD07-Gun_S_07,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Warp Pulser,An IGF spy stole the Pulser MK1 concept. Their designers kept the base structure but added “Warp” projectile triggering for better energy use.,100,Gatling,222
MOD07-Gun_S_07_Premium,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Warp Pulser Plus,An IGF spy stole the Pulser MK1 concept. Their designers kept the base structure but added “Warp” projectile triggering for better energy use.,100,Gatling,222
MOD08-Gun_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Tower Gun,"The HomeInSpace Company once used turrets as station defenses. Old Joe first mounted them on a ship, inspiring other raiders.",100,Gatling,222
MOD10-Laser_S,Common,EV_IC_INT-StationRec-Marianan,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Marianan,TRUE,TRUE,Standard Beam,"A simple Cagetastic energy weapon, known for its commercial success and effectiveness against shields.",300,Laser,401
MOD10a-IntLaser,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Internal Laser,Internal Laser,0,,
MOD10b-Laser_S_Poor,Uncommon,EV_QE_SY00Q07_B,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Caemeterium,TRUE,TRUE,Recycled Standard Beam,"A simple Cagetastic energy weapon, known for its commercial success and effectiveness against shields. Recycled Module.",500,Laser,500
MOD10c-Laser_Starting,Uncommon,EV_TC_SY00Q07_A,EV_QE_SY00Q07,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Caemeterium,TRUE,TRUE,Old Joe's Beam,"An entry-level laser by Entity, founded by raider Joe Santoro. Effective against shields.",400,Laser,451
MOD11b-Laser_L_Poor,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Recycled Collimator H,"After Cagetastic's cage success, the Empire invested heavily. Cagetastic repaid with the Collimator H, effective against shields.
Recycled Module.",100,Laser,222
MOD11-Laser_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Collimator H,"After Cagetastic's success in cage construction, the Empire invested heavily in the company. Cagetastic repaid the trust with the Collimator H, effective against shields.",100,Laser,222
MOD11c-Laser_L_Premium,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Large Laser (Premium),Large Laser (Premium),100,Laser,222
MOD12-RocketLauncher_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,Rocket,0
MOD12a-RocketLauncher_M_Poor,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Recycled Maydeath,"A mid-level rocket launcher built in the giant metal factories of the first space colonies in the Galaxy of Neterun.
Recycled Module.",0,Rocket,0
MOD13-RocketLauncher_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,Rocket,0
MOD13a-RocketLauncher_L_Poor,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Recycled Falxed,"If a raider wants a rocket launcher, this is the best they can get. Many say firing a missile with the Falxed feels like becoming human again.
Recycled Module.",0,Rocket,0
MOD14-AlienRocketLauncher_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,Rocket,0
MOD15-Gatling_00,Common,,,,,TRUE,,FALSE,,,TRUE,FALSE,RaidGun,"Small automatic weapons mounted on raider bodies. Like most Imperial models, RaidGuns are supplied by Isaac Greyling Foundry.",300,Gatling,375
MOD15-Gatling_01,Common,,,,,TRUE,,FALSE,,,TRUE,FALSE,K&B Actuator 999,"Behl begged the Alchemist for a versatile material for a new weapon, the Actuator. The Alchemist refused until Kin offered him a side arm from a forgotten war.",300,Gatling,375
MOD15-Gatling_02,Common,,,,,TRUE,,FALSE,,,TRUE,FALSE,InnerSun,Built by the TTF’s advanced AI before the incident with Imperial authorities. Uses sunyus tech to increase target accuracy.,300,Gatling,375
MOD15-Gatling_03,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,OnsGun,"An evolution of the RaidGun, created by Isaac Greyling Foundry using low-grade orichalcum. Some claimed it interfered with brainwaves. Greyling called it jealousy.",0,,
MOD15a-IntGatling,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,RaidGun,"Small automatic weapons mounted on raider ships. Like most basic Imperial models, RaidGuns are supplied by Isaac Greyling Foundry.",0,,
MOD15b-IntGatling,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Internal Gatling B,Internal Gatling B,0,,
MOD16-MineDropper,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD17-SonicMatterExtractor_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD18-SonicMatterExtractor_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD19-SonicMatterExtractor_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD20-Blades,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],100,Gatling,222
MOD21-Gatling_02,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,K&B FrontierDream,"When Kin proposed evolving their basic gatling, Behl hesitated. Kin showed him a raider effortlessly slaughtering aliens, then revealed the name. Behl was instantly convinced.",100,Gatling,222
MOD21b-Gatling_02_Poor,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Recycled K&B FrontierDream,"When Kin suggested improving their gatling, Behl doubted him. Then Kin showed a slaughter test, and the name. Behl was sold.
Recycled Module.",100,Gatling,222
MOD21c-Gatling_02_Premium,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Large Gatling (Premium),Large Gatling (Premium),100,Gatling,222
MOD22-Bomb,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD23-MOAB666,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD24-NeptuneMissile,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],,0,,
MOD26-Shield_01,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD27-Shield_02,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD29-FuelTank,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],[C],0,,
MOD30-RocketLauncher_S,Salvage,EV_IC_INT-MugaiHub_SY01Q00,,,,TRUE,,FALSE,,,TRUE,FALSE,RocketMind,,0,Rocket,0
MOD30a-RocketLauncher_S_Poor,Uncommon,EV_QE_SY00Q03,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-BirthyRock,TRUE,TRUE,Recycled RocketMind,"""When a raider with a gatling meets a raider with a rocket launcher, the gatling raider is a dead raider."" With this claim, Toward The Future System announced the successful brain-linked rocket launcher.
Recycled Module.",400,Rocket,443
MOD30b-StartingRocketLauncher,Uncommon,,EV_TC_SY00Q03_A,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-BirthyRock,TRUE,TRUE,Raiderizer,"An Imperial, lightweight rocket launcher. A stripped-down version of more powerful models.",100,Rocket,460
MOD31-WormCargo,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],,0,,
MOD32-WormEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],,0,MainEngine,0
MOD33-WormTail,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,[C],,0,,
MOD34-MaalaxmiEngine_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Liturgon,,0,,
MOD35-MaalaxmiEngine_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Liturgon Mid,,0,,
MOD36-MaalaxmiEngine_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Liturgon Ful,,0,,
MOD37-StdToolbox,Uncommon,,,,,TRUE,,FALSE,,,TRUE,FALSE,Repairer,[C],0,,
MOD38-DefuseToolbox,Rare,,,,,TRUE,,FALSE,,,TRUE,FALSE,Not Found,A defuse toolbox that can defuse explosive things.,0,,
MOD40-RaiderGatling01,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Not Found,,100,Gatling,222
MOD41-Gatling_S,Common,EV_IC_INT-StationRec-Prometheus,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Caemeterium,TRUE,TRUE,K&B Gun,"The first, glorious K&B model. Compact, easy to mount, used by every raider. ""Freedom spree. K&B.""",300,Gatling,374
MOD41a-Gatling_S_Poor,Uncommon,,,,,TRUE,,FALSE,,,TRUE,FALSE,Recycled K&B Gun,"The first, glorious K&B model. Compact, easy to mount, used by every raider. ""Freedom spree. K&B.""
Recycled Module.",400,Gatling,424
MOD41b-Gatling_S_Premium,Rare,EV_IC_INT-StationRec-AsteroidDump,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-AsteroidDump,TRUE,TRUE,Faultysoul Z4,Said to be created by a Soul Landing prisoner before being accused of starting a riot and extracted. Marketed by Entity.,600,Gatling,539
MOD41c-Gatling_S_Marianan,Epic,EV_IC_INT-StationRec-Marianan,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Marianan,TRUE,TRUE,Faultysoul Z5,Used by many bounty hunter raiders. The Faultysoul Z5 was designed by a Soul Landing prisoner after witnessing her cellmate’s extraction.,800,Gatling,622
MOD42-Gatling_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Medium Gatling,Medium Gatling,100,Gatling,222
MOD50-SonicMatterShooter_S,Common,,,,,TRUE,,FALSE,,,TRUE,FALSE,TAI SHO-Gun,"An advanced version of the SHO-Gun by TowardTheFuture Systems, conceived while its founders were intoxicated by their first exposure to sonic matter.",0,SonicShooter,0
MOD50b-SonicMatterShooter_XS,Common,EV_IC_INT-StationRec-Galilean,EV_TC_SY01Q16_L,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Galilean,TRUE,TRUE,SHO-Gun,An entry-level sonic matter weapon. Rebext developed the Sonic HOpe Gun after extensive prison riot research at Soul Landing.,100,SonicShooter,500
MOD51-SonicMatterShooter_M,Common,,,,,TRUE,,FALSE,,,TRUE,FALSE,Spherical Harmon,"""It is necessary to harness the resonance between sonic matter and the raider’s soul to reach the essence of the Galaxy."" With these words, mystic Hedorn Orizein founded HomeInSpace and proposed this sonic matter shooter.",0,SonicShooter,0
MOD52-SonicMatterShooter_L,Common,,,,,TRUE,,FALSE,,,TRUE,FALSE,The Mundi,"The perfect bond between human mind and sonic matter. Built through painful experiments on Soul Landing prisoners, the Mundi’s origin remains secret.",0,SonicShooter,0
MOD53-GatlingIron_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Scalphunter,"Accuracy, power, speed. These were the Three Isotopes’ demands to the Iron Raiders when designing a guild gatling. Tested in a sortie against Gold Raiders, a total slaughter.",100,Gatling,222
MOD54-LaserGold_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,GodBeam,"Result of gold nanoparticle research, this module lets Gold Raiders enhance Cagetastic’s laser weapons.",100,Laser,222
MOD55-GatlingLevel_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,K&B Gun Mod 0,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",100,Gatling,222
MOD55-GatlingLevel1_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,K&B Gun Mod 1,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",0,,
MOD55-GatlingLevel2_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,K&B Gun Mod 2,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",0,,
MOD55-GatlingLevel3_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,K&B Gun Mod 3,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",0,,
MOD55-GatlingLevel4_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,K&B Gun Mod 4,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",0,,
MOD56-LaserLevel_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Standard Beam Mod 0,"A hacked version of Cagetastic’s Beam, for raiders seeking more from the base model. Effective against shields.",100,Laser,222
MOD56-Organic_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Balancer,The Tree Wars caused massive losses for both Malaxdon and Imperials. This module marked peace and guaranteed Tree ecosystem stability.,0,,
MOD56c-Organic_Starting,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Honorary Balancer,"The High Malaxdon built the Balancer to harvest sonic matter quickly and painlessly, preserving their cult’s ethics and alliance with the Empire.",0,,
MOD57-Organic_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Kindoom,"An advanced Balancer made after HIS negotiated trade deals with the Malaxdon, securing Tree resources for the company.",0,,
MOD57-RocketLauncherLevel_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Rocket Launcher Mod 0,"""Any trouble, raider?"" With this message, TTF announced their flagship rocket launcher was now upgradeable.",0,Rocket,0
MOD58-Organic_L,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Enlighster,"The ultimate Balancer module. Unauthorized by Yalda Nor, it's the result of The Alchemist's partnership with K&B and a successful bribe of the High Malaxdon.",0,,
MOD59-OrganicLevel_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Balancer Mod 0,"An upgradeable Balancer, early prototype of an experimental module. Like the base version, it’s highly effective against Neterun’s creatures.",0,,
MOD60-AlienGatling_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,RRX,Tolec’s reward for weapons that blinded enemy teams during Tomorrow’s War. Alien tech finally let the company rival K&B.,100,Gatling,222
MOD61-AlienGatling_M,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,RRX-2,"Tolec gave RRX prototypes to Imperial colonists for testing. They enhanced them with Orichalcum, wiping out insurgents and prompting immediate production of the improved model.",100,Gatling,222
MOD62-AlienEngine_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Aheadisk,The Tomorrow’s Wars let the Empire steal Pterost tech and sell it to the highest bidder. Entity used the parts to craft this engine.,0,MainEngine,0
