QuestChainID,QuestID,Checkpoint,BlockSaveGame,IsStationRoomCheckpoint,OnActivate,OnComplete,WaitEventBeforePanel,ActorCenterEventId,FailDistance,Task0,Task0Text,Task0POI,Task1,Task1Text,Task1POI,Task2,Task2Text,Task2POI,Task3,Task3Text,Task3POI,Task4,Task4Text,Task4POI,FailEvent,Timer (seconds),OnEndTimerEvent,RollbackLocationId,DescriptionOverride
SY01Q00,SY01Q00_E,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY01Q00_E
CS_CUT_SY01Q00_E",ULD_01-SY01Q00_E,,,,EV_CC_CUT_SY01Q00_E,[H] - wait for cutscene,,,,,,,,,//,,,,,,,,,NONE
SY01Q00,SY01Q00_E1,NO_CHECKPOINT,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q00_E1,Link Old Joe,,,,,,,,,//,,,,,,,,,NONE
SY01Q00,SY01Q00_E2,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_01-SY01Q00-JoeCapital,,,,EV_SL_EN-EmpireCapitalShip,[H] - wait for cutscene,,,,,,,,,//,,,,,,,,,NONE
SY01Q01,SY01Q01_0A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-ImperialAntenna_SY01Q01,Connect to the Imperial Node C-1,[SYS_1 TS_SUB-MugaiMabe TS_INT-ImperialAntenna_SY01Q01],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q01,SY01Q01_A,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_01-SY1Q01_A,ULD_01-SY1Q01_A,,,,EV_IC_INT-OldJoesShips(2),Search for two modules,[SYS_1 TS_SUB-MugaiMabe TS_INT-OldJoesShips],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q01,SY01Q01_B,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY1Q01_A1,ULD_01-SY1Q01_A1,,,,EV_IC_INT-NewJoeModule_SY01Q01A,Search for the last module,[SYS_1 TS_SUB-MugaiMabe TS_INT-NewJoeModule_SY01Q01A],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q01,SY01Q01_C,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY1Q01_B
MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_2",,,Wave_SY1Q01,40000,EV_WO_Wave_SY1Q01,Destroy drones,[SYS_1 TS_SUB-MugaiMabe TS_Wave_SY1Q01],,//,,,//,,,//,,,//,,,,,,
SY01Q01,SY01Q01_D,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"ULD_01-SY1Q01_B
MSOE_Tension-Soft
MMAUTO_STOP",,INT-ControlSystemSY01Q01,40000,EV_IC_INT-ControlSystemSY01Q01,Get the tracking system,[SYS_1 TS_SUB-MugaiMabe TS_INT-ControlSystemSY01Q01],,//,,,//,,,//,,,//,,,,,,Investigation reveals that the raider modules you recovered were destroyed by malfunctioning drones. Head to the Raflesia drone sorting facility to determine if the anomaly originates there.
SY01Q01,SY01Q01_E,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY1Q01_C,,,,,"EV_RP_Zone_SP_Sy1_Ss0_02, EV_RP_SP_Raflesia",Reach Raflesia,[SYS_1 TS_SUB-MugaiMabe TS_Zone_SP_Sy1_Ss0_02 TS_SP_Raflesia],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q01,SY01Q01_F,CHECKPOINT_ALWAYS,TRUE,FALSE,"MMAUTO_START
MSAE_LimboFight-NoLevel","ULD_01-SY1Q01_C
MSOE_LimboFight-NoLevel
MMAUTO_STOP
CIR_COL-ControlSystem",,SP_Raflesia,35000,EV_DE_Turret-SY1Q01(6),Destroy the Raflesia turrets causing the anomaly,[SYS_1 TS_SUB-MugaiMabe TS_SP_Raflesia TS_Turret-SY1Q01],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q02,SY01Q02_A,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY01Q02_QuestZone,ULD_01-SY01Q02_QuestZone,,,,EV_RP_SP_Cave,Reach the Cavity,[SYS_1 TS_SUB-MugaiMabe TS_SP_Cave],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q02,SY01Q02_B,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY01Q02_A
MMAUTO_START
MSAE_Fight_Zaniboni
MPAR_Intensity_1","ULD_01-SY01Q02_A
MSOE_Fight_Zaniboni
MMAUTO_STOP",,Wave_SY01Q02_A,30000,EV_WO_Wave_SY01Q02_A,Destroy Gamma Batiki,[SYS_1 TS_SUB-MugaiMabe TS_SP_Cave TS_Wave_SY01Q02_A],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q02,SY01Q02_C,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_Sy1_Ss0_A08,Reach Mining Eden,[SYS_1 TS_SUB-MugaiMabe TS_Zone_Sy1_Ss0_A08],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q02,SY01Q02_D,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY01Q02_B
MMAUTO_START
MSAE_Fight_Zaniboni
MPAR_Intensity_1","ULD_01-SY01Q02_B
MSOE_Fight_Zaniboni
MMAUTO_STOP",,Wave_SY01Q02_B,30000,EV_WO_Wave_SY01Q02_B,Destroy Beta Batiki,[SYS_1 TS_SUB-MugaiMabe TS_Zone_Sy1_Ss0_A08 TS_Wave_SY01Q02_B],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q02,SY01Q02_E,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_SP_Yaksha,Find the endangered raider,[SYS_1 TS_SUB-MugaiMabe TS_SP_Yaksha],,//,,,//,,,//,,,//,,,,,,You encountered more Batiki but found no trace of the raider. Homerus is picking up a new signal from him.
SY01Q02,SY01Q02_F,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY01Q02_C
MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1","ULD_01-SY01Q02_C
MSOE_Fight_Frabetti
MMAUTO_STOP",,Wave_SY01Q02,30000,EV_WO_Wave_SY01Q02,Kill all the Batiki,[SYS_1 TS_SUB-MugaiMabe TS_SP_Yaksha TS_Wave_SY01Q02],,//,,,//,,,//,,,//,,,,,,"At the location marked by Homerus, you discover the endangered raider was a trap set by the Batiki."
SY01Q03,SY01Q03_A,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY01Q03_A,,,,,EV_RP_EscortCargo-SY01Q03,Reach the mining area,[SYS_1 TS_SUB-MugaiMabe TS_Zone_SP_Sy1_Ss0_00 TS_EscortCargo-SY01Q03],,//,,,//,,,//,,,//,,EV_DE_EscortCargo-SY01Q03,,,,NONE
SY01Q03,SY01Q03_B,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY01Q03_B,"ULD_01-SY01Q03_B
ULD_01-SY01Q03_A",,,,EV_CAPY_EscortCargo-SY01Q03,Protect the cargo,[SYS_1 TS_SUB-MugaiMabe TS_Zone_SP_Sy1_Ss0_00 TS_EscortCargo-SY01Q03],,//,,,//,,,//,,,//,,EV_DE_EscortCargo-SY01Q03,,,,NONE
SY01Q04,SY01Q04_A,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_01-SY01Q04_Redda,,,,,EV_IC_INT-ReddaSpeak_SY01Q04,Contact the raider who asked for help,[SYS_1 TS_SUB-MugaiMabe TS_EN-Redda],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q04,SY01Q04_B,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_Sy1_Ss0_A16,Reach Mugai Down,[SYS_1 TS_SUB-MugaiMabe TS_Zone_Sy1_Ss0_A16],,//,,,//,,,//,,,//,,,,,,The raider who requested your assistance appears to have dropped something near a Neterunian statue in the Mugai Down sector. Use your scanner to investigate the area and locate the lost payload.
SY01Q04,SY01Q04_C,CHECKPOINT_SAFE,TRUE,FALSE,"LD_01-SY01Q04_C
MMAUTO_START
MSAE_Movement_Fight_Frabetti","MSOE_Movement_Fight_Frabetti
MMAUTO_STOP",,Zone_Sy1_Ss0_A16,30000,EV_IC_INT-MemoryFragment,Find the statue and use your scanner to locate what the raider lost,[SYS_1 TS_SUB-MugaiMabe TS_Zone_Sy1_Ss0_A16 TS_INT-MemoryFragment],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q04,SY01Q04_D,NO_CHECKPOINT,FALSE,FALSE,,ULD_01-SY01Q04_C,,,,EV_RP_EN-Redda,Bring the neural fragment back to the raider,[SYS_1 TS_SUB-MugaiMabe TS_Zone_SP_Sy1_Ss0_06 TS_EN-Redda],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q04,SY01Q04_E,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY01Q04_E
MMAUTO_START
MSAE_LimboFight-NoLevel","ULD_01-SY01Q04_E
ULD_01-SY01Q04_Redda
MSOE_LimboFight-NoLevel
MMAUTO_STOP",,Wave_SY01Q04_E,30000,EV_WO_Wave_SY01Q04_E,Fight against Ubique,[SYS_1 TS_SUB-MugaiMabe TS_Zone_SP_Sy1_Ss0_06 TS_EN-Ubique],,//,,,//,,,//,,,//,,,,,,"You have successfully recovered the neural fragment lost by Redda X, which contains her entire memory core. Ubique, another raider, is now hunting for it and demands you hand it over."
SY01Q05,SY01Q05_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_RP_Zone_Sy1_Ss0_A00, EV_RP_SG-ArenaWay",Reach the gate to the Precious Four area,[SYS_1 TS_SUB-MugaiMabe TS_SG-ArenaWay],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q05,SY01Q05_B,NO_CHECKPOINT,TRUE,FALSE,LD_01-SY01Q05_B,ULD_01-SY01Q05_B,,SG-ArenaWay,35000,EV_WO_Wave_SY01Q05_B,Blast away the Batiki around the gate,[SYS_1 TS_SUB-MugaiMabe TS_Wave_SY01Q05_B],,//,[SYS_1 TS_EN_BatikiGuard],,//,,,//,,,//,,,,,,NONE
SY01Q05,SY01Q05_B1,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY01Q05_B0
CS_CUT_SY01Q05_B1
MMAUTO_START","ULD_01-SY01Q05_B0
ULD_01-SY01Q16_POI1
MMAUTO_STOP",,,,EV_CC_CUT_SY01Q05_B1,[H] - wait for cutscene,,,,,,,,,//,,,,,,,,,NONE
SY01Q05,SY01Q05_C,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_EXG_SG-Merapi,Go to the Precious Four area,[SYS_1 TS_SUB-TheCore],,//,,,//,,,//,,,//,,,,,,You secured the gate area. Old Joe reports that the Batiki are striking all four stations at once and asks you to intervene on every front.
SY01Q05,SY01Q05_C1,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY01Q05_C0
CS_CUT_SY01Q05_C1
MMAUTO_START","ULD_01-SY01Q05_C0
MMAUTO_STOP",,,,EV_CC_CUT_SY01Q05_C1,[H] - wait for cutscene,,,,,,,,,//,,,,,,,,,NONE
SY01Q05,SY01Q05_D,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_QE_SY01Q06,Help Crystal Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Crystal_CED],EV_QE_SY01Q07,Help Emerald Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Emerald_PowerGen],EV_QE_SY01Q08,Help Opaleum Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Opaleum_Foundry],EV_QE_SY01Q09,Help Sapphirum Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Sapphirum_Factory],,//,,,,,,NONE
SY01Q05,SY01Q05_E,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_RP_Zone_Sy1_Ss2_MN_CurlyCore, EV_RP_MN-CurlyCore",Reach Dyrcona,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_MN_CurlyCore],,//,,,//,,,//,,,//,,,0.0,,,"You protected the four stations, but the fight is not over. Dyrcona, the Batiki leader, joins the battle to seek revenge against you."
SY01Q05,SY01Q05_F,NO_CHECKPOINT,TRUE,FALSE,"LD_03-SY01Q05_F
CS_CUT_SY01Q05_F
MMAUTO_START
MSAE_FightTurretsLimbo",,,,,EV_CC_CUT_SY01Q05_F,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q05,SY01Q05_G,CHECKPOINT_ALWAYS,TRUE,FALSE,"MPAR_Intensity_1
LD_03-SY01Q05_G","EAL_UP_150
ULD_03-SY01Q16_POI2
ULD_03-SY01Q05_G
MSOE_FightTurretsLimbo
MMAUTO_STOP",,,,EV_DE_EN-Dyrcona,Eliminate the generators and core to destroy Dyrcona's capital ship,[SYS_1 TS_SUB-TheCore TS_EN-Dyrcona],,//,,,//,,,//,,,//,,,0.0,,,NONE
SY01Q06,SY01Q06_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_RP_Zone_Sy1_Ss2_SS_Crystal_CED, EV_RP_SS-Crystal",Reach Crystal Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Crystal_CED],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q06,SY01Q06_B,NO_CHECKPOINT,TRUE,FALSE,"LD_03-SY01Q06_B
LD_03-SY01Q06_C
MMAUTO_START
MSAE_LimboFight-NoLevel","ULD_03-SY01Q06_B
MSAE_Tension-Soft",,SS-Crystal,50000,EV_WO_Wave_SY01Q06_B,Crush Batiki's commandos,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Crystal_CEDl TS_Wave_SY01Q06_B],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q06,SY01Q06_B1,NO_CHECKPOINT,TRUE,FALSE,,"MSOE_Tension-Soft
MMAUTO_STOP",,SS-Crystal,50000,EV_IC_INT-StationRec-Crystal,Sync with the Crystal Station hub to land,[SYS_1 TS_SUB-TheCore TS_INT-StationRec-Crystal],,//,,,,,,,,,,,,,,,NONE
SY01Q06,SY01Q06_C,CHECKPOINT_ALWAYS,TRUE,FALSE,CS_CUT_SY01Q06_C,ULD_03-SY01Q06_C,,,,EV_CC_CUT_SY01Q06_C,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q07,SY01Q07_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_RP_Zone_Sy1_Ss2_SS_Emerald_PowerGen, EV_RP_SS-Emerald",Reach Emerald Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Emerald_PowerGen],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q07,SY01Q07_B,NO_CHECKPOINT,TRUE,FALSE,"LD_03-SY01Q07_B
MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1",ULD_03-SY01Q07_B,,SS_Emerald,50000,EV_DE_INT-VirusPurple(6),Use the scanner to locate the Batiki's Viruses and destroy them,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Emerald_PowerGen TS_INT-VirusPurple],,//,,,//,,,//,,,//,,,180.0,FAIL,,The Batiki have deployed virus totems that are locking down Emerald Station. Use your scanner to locate and destroy them to neutralize the threat.
SY01Q07,SY01Q07_C,NO_CHECKPOINT,TRUE,FALSE,"LD_03-SY01Q07_C
MPAR_Intensity_2","ULD_03-SY01Q07_C
MSAE_Tension-Soft",,SS_Emerald,50000,EV_WO_Wave_SY01Q07_C,Destroy the backup Batiki,[SYS_1 TS_SUB-TheCore TS_Wave_SY01Q07_C],,//,,,//,,,,,,,,,,,,Purge the remaining Batiki forces around the station
SY01Q07,SY01Q07_C1,NO_CHECKPOINT,TRUE,FALSE,,"MSOE_Tension-Soft
MMAUTO_STOP",,SS_Emerald,50000,EV_IC_INT-StationRec-Emerald,Sync with the Emerald Station hub to land,[SYS_1 TS_SUB-TheCore TS_INT-StationRec-Emerald],,//,,,,,,,,,,,,,,,NONE
SY01Q07,SY01Q07_D,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_03-SY01Q07_D
CS_CUT_SY01Q07_D",ULD_03-SY01Q07_D,,,,EV_CC_CUT_SY01Q07_D,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q08,SY01Q08_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_RP_Zone_Sy1_Ss2_SS_Opaleum_Foundry, EV_RP_SS-Opaleum",Reach Opaleum Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Opaleum_Foundry],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q08,SY01Q08_B,NO_CHECKPOINT,TRUE,FALSE,"LD_03-SY01Q08_B
MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1",,,SS-Opaleum,50000,EV_DE_INT-Interferometer(3),Destroy the Interferometers,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Opaleum_Foundry TS_INT-Interferometer],,//,,,//,,,//,,,//,,,,,,"Destroy the Batiki interferometers surrounding Opaleum Station, then stand alongside Old Joe to defend the station."
SY01Q08,SY01Q08_C,NO_CHECKPOINT,TRUE,FALSE,"LD_03-SY01Q08_C
MPAR_Intensity_2","ULD_03-SY01Q08_B
ULD_03-SY01Q08_C
MSAE_Tension-Soft",,SS-Opaleum,50000,EV_WO_Wave_SY01Q08_C,Fight alongside Old Joe's capital ship against the Batiki,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Opaleum_Foundry TS_Wave_SY01Q08_C],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q08,SY01Q08_C1,NO_CHECKPOINT,TRUE,FALSE,,"MSOE_Tension-Soft
MMAUTO_STOP",,SS-Opaleum,50000,EV_IC_INT-StationRec-Opaleum,Sync with the Opaleum Station hub to land,[SYS_1 TS_SUB-TheCore TS_INT-StationRec-Opaleum],,//,,,,,,,,,,,,,,,NONE
SY01Q08,SY01Q08_D,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_03-SY01Q08_D
CS_CUT_SY01Q08_D",ULD_03-SY01Q08_D,,,,EV_CC_CUT_SY01Q08_D,,,,//,,,//,,,,,,,,,,,,NONE
SY01Q09,SY01Q09_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_RP_Zone_Sy1_Ss2_SS_Sapphirum_Factory, EV_RP_SS-Sapphirum",Reach Sapphirum Station,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SS_Sapphirum_Factory],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q09,SY01Q09_B,NO_CHECKPOINT,TRUE,FALSE,"LD_03-SY01Q09_B
CS_CUT_SY01Q09_B
MMAUTO_START
MSAE_FightLimbo",,,Cargo2_SY01Q09,40000,EV_DE_Cargo2_SY01Q09,Chase the fleeing cargo ships and recover the stolen generator,"[SYS_1 TS_SUB-TheCore TS_Cargo2_SY01Q09]
[SYS_1 TS_SUB-TheCore TS_Cargo1_SY01Q09]",,//,,,//,,,//,,,//,,EV_EF_Cargo2_SY01Q09,,,,"The stolen generator is aboard one of three Batiki cargo ships fleeing through a backgate. Intercept the cargo vessel before it escapes, retrieve the generator core, and bring it back to the station to bring it online."
SY01Q09,SY01Q09_C,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Exploration,"MSOE_Tension-Exploration
MMAUTO_STOP",,INT-Generator_A,40000,EV_IC_INT-Generator_A,Get the station's generator,[SYS_1 TS_SUB-TheCore TS_INT-Generator_A],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q09,SY01Q09_D,NO_CHECKPOINT,FALSE,FALSE,,ULD_03-SY01Q09_B,,,,EV_IC_INT-GeneratorRoot,Reinstall the generator in the Station's engine module,[SYS_1 TS_SUB-TheCore TS_INT-GeneratorRoot],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q09,SY01Q09_D1,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Tension-Soft","MSOE_Tension-Soft
MMAUTO_STOP",,SS_Sapphirum_Factory,30000,EV_IC_INT-StationRec-Sapphirum,Sync with the Sapphirum Station hub to land,[SYS_1 TS_SUB-TheCore TS_INT-StationRec-Sapphirum],,//,,,,,,,,,,,,,,,NONE
SY01Q09,SY01Q09_E,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_03-SY01Q09_E
CS_CUT_SY01Q09_E",ULD_03-SY01Q09_E,,,,EV_CC_CUT_SY01Q09_E,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q10,SY01Q10_A,NO_CHECKPOINT,FALSE,FALSE,"LD_03-SY01Q10_Oran
LD_03-SY01Q10_A",ULD_03-SY01Q10_A,,,,EV_IC_INT-OranSpeak_SY01Q10A,Contact Oran,[SYS_1 TS_SUB-TheCore TS_EN-Oran],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q10,SY01Q10_A1,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q10_A1,Link Oran,,,//,,,,,,,,,,,,,,,NONE
SY01Q10,SY01Q10_B1,NO_CHECKPOINT,FALSE,FALSE,"LD_03-SY01Q10_B1
LD_03-EnemiesQ10_Turrets",ULD_03-SY01Q10_B1,,,,EV_IC_INT-BrainImplant_Opaleum,Retrieve Op-BI,[SYS_1 TS_SUB-TheCore TS_INT-BrainImplant_Opaleum],EV_IC_INT-BrainImplant_Sapphire,Retrieve Saph-BI,[SYS_1 TS_SUB-TheCore TS_INT-BrainImplant_Sapphire],,//,,,,,,,,,,,,NONE
SY01Q10,SY01Q10_B2,CHECKPOINT_SAFE,TRUE,FALSE,"LD_03-SY01Q10_B
MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1","ULD_03-SY01Q10_B
MSOE_Fight_Frabetti
MMAUTO_STOP",,Wave_SY01Q10_B1,50000,EV_WO_Wave_SY01Q10_B1,Kill the Batiki,[SYS_1 TS_SUB-TheCore TS_Wave_SY01Q10_B1],,//,,,//,,,,,,,,,,,,NONE
SY01Q10,SY01Q10_C1,NO_CHECKPOINT,FALSE,FALSE,LD_03-SY01Q10_C1,ULD_03-SY01Q10_C1,,,,EV_IC_INT-BrainImplant_Emerald,Retrieve Em-BI,[SYS_1 TS_SUB-TheCore TS_INT-BrainImplant_Emerald],EV_IC_INT-BrainImplant_Crystal,Retrieve Cryl-BI,[SYS_1 TS_SUB-TheCore TS_INT-BrainImplant_Crystal],,,,,,,,,,,,,,NONE
SY01Q10,SY01Q10_C2,CHECKPOINT_SAFE,TRUE,FALSE,"LD_03-SY01Q10_C
MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_1","ULD_03-SY01Q10_C
MSOE_Fight_Frabetti
MMAUTO_STOP",,Wave_SY01Q10_C,50000,EV_WO_Wave_SY01Q10_C,Destroy the Batiki,[SYS_1 TS_SUB-TheCore TS_Wave_SY01Q10_C],,,,,,,,,,,,,,,,,NONE
SY01Q10,SY01Q10_F,NO_CHECKPOINT,FALSE,FALSE,LD_03-SY01Q10_F,"ULD_03-SY01Q10_F
LD_03-SY01Q10_G",,,,EV_IC_INT-OranSpeak_SY01Q10F,Bring BIs back to Oran,[SYS_1 TS_SUB-TheCore TS_EN-Oran],,//,,,//,,,//,,,//,,,,,,You have secured the stolen implants from the Batiki. Transport them back to Oran.
SY01Q10,SY01Q10_G,NO_CHECKPOINT,TRUE,FALSE,CS_CUT_SY01Q10_G,"ULD_03-SY01Q10_G
ULD_03-SY01Q10_Oran",,,,EV_CC_CUT_SY01Q10_G,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q10,SY01Q10_H,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_03-SY01Q10_H
MMAUTO_START
MSAE_Fight_Zaniboni
MPAR_Intensity_1","ULD_03-SY01Q10_H
ULD_03-EnemiesQ10_Turrets
MSOE_Fight_Zaniboni
MMAUTO_STOP",,Wave_SY01Q10_H,50000,EV_WO_Wave_SY01Q10_H,Kill Oran and the Batiki commando,[SYS_1 TS_SUB-TheCore TS_Zone_Sy1_Ss2_SG_AsteroidWay TS_Wave_SY01Q10_H],,//,,,//,,,//,,,//,,,,,,"Oran orchestrated the stolen implant scheme alongside the Batiki to retaliate for your successful defense of the Precious Four, stations built upon the sacrifice of his people, the Mhaafek."
SY01Q11,SY01Q11_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Gath5,Reach the location Lay Off has transmitted to you,[SYS_1 TS_SUB-AsteroidWay TS_Gath05],,,,,,,,,,,,,,,,,NONE
SY01Q11,SY01Q11_B,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_GO_Gath5,Enter Ahm-Kha and find its power source,[SYS_1 TS_SUB-AsteroidWay TS_Gath05],,//,,,//,,,//,,,//,,,,,,"At the ruin, your AI realizes Lay Off misunderstood its nature. He somehow holds the key to enter this ancient Neterunian structure, which hides a treasure."
SY01Q11,SY01Q11_C,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_EN-Lay,Go back to Lay Off,[SYS_1 TS_SUB-AsteroidWay TS_EN-Lay],,//,,,//,,,//,,,//,,,,,,"You found the treasure: a Neterunian rune Homerus names Medheru. Lay Off begs you to deliver it, offering a reward."
SY01Q12,SY01Q12_A0,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY01Q12_A0,,,,,EV_IC_INT-RodolfoClue,Follow the trail to find Rod,[SYS_1 TS_SUB-AsteroidWay TS_INT-RodolfoClue],,,,,,,,,,,,,,,,,NONE
SY01Q12,SY01Q12_A,NO_CHECKPOINT,TRUE,FALSE,"LD_04-SY01Q12_A
MMAUTO_START
MSAE_Tension-Exploration",ULD_04-SY01Q12_A0,,,,"EV_RP_Zone_Sy1_Ss3_A01, EV_RP_EN-Rodolfo",Reach Rod Hally,[SYS_1 TS_SUB-AsteroidWay TS_Zone_Sy1_Ss3_A01 TS_EN-Rodolfo],,//,,,//,,,//,,,//,,,70.0,FAIL,,NONE
SY01Q12,SY01Q12_B,CHECKPOINT_ALWAYS,TRUE,FALSE,"MSAE_Fight_Zaniboni
MPAR_Intensity_1","MSOE_Fight_Zaniboni
MMAUTO_STOP",,Zone_Sy1_Ss3_A01,30000,EV_EGE_ENEG-SY01Q12_B,Help Rod against morays,[SYS_1 TS_SUB-AsteroidWay TS_ENEG-SY01Q12_B],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q12,SY01Q12_C,CHECKPOINT_SAFE,FALSE,FALSE,,ULD_04-SY01Q12_A,,,,EV_VR_QuestSignal_A,Destroy moray secretion to reactivate A-Signal,[SYS_1 TS_SUB-AsteroidWay TS_QuestSignal_A],EV_EGE_ENEG-SY01Q12_C,Clear the area of morays,[SYS_1 TS_SUB-AsteroidWay TS_ENEG-SY01Q12_C],,//,,,//,,,//,,,,,,"You rescued Rod from the morays, but he is still unable to finish his job. Locate the comm signals blocked by moray secretions and bring them back online."
SY01Q12,SY01Q12_D,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_VR_QuestSignal_B,Destroy moray secretion to reactivate B-Signal,[SYS_1 TS_SUB-AsteroidWay TS_QuestSignal_B],EV_EGE_ENEG-SY01Q12_D,Clear the area of morays,[SYS_1 TS_SUB-AsteroidWay TS_ENEG-SY01Q12_D],,//,,,//,,,//,,,,,,NONE
SY01Q13,SY01Q13_A0,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY01Q13_A,,,,,EV_RP_Wave_SY01Q13_A,Reach the location given by Haru,[SYS_1 TS_SUB-AsteroidWay TS_Wave_SY01Q13_A],,,,,,,,,,,,,,,,,NONE
