(ID),Label,BriefDescription,EntityType,BasePrice,BaseRarity,Icon,LabelKey,DescriptionKey,ProducerIcon,ModuleType,Quality,,,,,,,,ModuleType BAKCUP 26.03.26
MOD00-PrincipalShipEngine,Nervprop,"During the War of the Artifacts, many Imperial explorers might have survived if only they’d had an engine like this.",Module,0,Salvage,T_MB_PrincipalBody,MOD00-PrincipalShipEngine-Name,MOD00-PrincipalShipEngine-Description,Maison,MainEngine,0,,,,,,,,MainEngine
MOD00-DragonShipEngine,Flexxor Z9,"Kin designed this prosthesis for Imperial veterans, but Behl repurposed it as a raider engine after a subject leapt from orbit.",Module,0,Salvage,T_MB_DragonShip,MOD00-DragonShipEngine-Name,MOD00-DragonShipEngine-Description,KnB,MainEngine,0,,,,,,,,MainEngine
MOD00-SpartanShipEngine,Ildorboost,"Another stroke of genius from Isaac Greyling, who built this engine from a design stolen in Abby Shield’s archives.",Module,0,Salvage,T_MB_SpartanShip,MOD00-SpartanShipEngine-Name,MOD00-SpartanShipEngine-Description,IGF,MainEngine,0,,,,,,,,MainEngine
MOD01-Engine_XS,EX-S,"A low-cost engine from Entity, mass-produced under Old Joe’s motto: ‘If you don’t have anything better, why not this?’",Module,300,Common,T_EngineXS,MOD01-Engine_XS-Name,MOD01-Engine_XS-Description,Entity,MainEngine,380,,,,,,,,MainEngine
MOD01-Engine_S,Speeder,"Entity brand, a slight improvement over the basic model. Used on Iron and Gold raider ships during the Pact of the Guilds.",Module,800,Epic,T_MOD_Engine_S,MOD01-Engine_S-Name,MOD01-Engine_S-Description,Entity,MainEngine,610,,,,,,,,MainEngine
MOD01-EngineLevel_S,Speeder Mod 0,"Unauthorized modifications unlocked the S-Engine’s control stakes, creating a new, upgradeable version.",Module,0,Salvage,,MOD01-EngineLevel_S-Name,MOD01-EngineLevel_S-Description,Rebext,MainEngine,0,,,,,,,,MainEngine
MOD01-EngineLevel1_S,Speeder Mod 1,"Unauthorized modifications unlocked the S-Engine’s control stakes, creating a new, upgradeable version.",Module,0,Salvage,,MOD01-EngineLevel1_S-Name,MOD01-EngineLevel1_S-Description,Rebext,MainEngine,0,,,,,,,,MainEngine
MOD01-EngineLevel2_S,Speeder Mod 2,"Unauthorized modifications unlocked the S-Engine’s control stakes, creating a new, upgradeable version.",Module,0,Salvage,,MOD01-EngineLevel2_S-Name,MOD01-EngineLevel2_S-Description,Rebext,MainEngine,0,,,,,,,,MainEngine
MOD01-EngineLevel3_S,Speeder Mod 3,"Unauthorized modifications unlocked the S-Engine’s control stakes, creating a new, upgradeable version.",Module,0,Salvage,,MOD01-EngineLevel3_S-Name,MOD01-EngineLevel3_S-Description,Rebext,MainEngine,0,,,,,,,,MainEngine
MOD01-EngineLevel4_S,Speeder Mod 4,"Unauthorized modifications unlocked the S-Engine’s control stakes, creating a new, upgradeable version.",Module,0,Salvage,,MOD01-EngineLevel4_S-Name,MOD01-EngineLevel4_S-Description,Rebext,MainEngine,0,,,,,,,,MainEngine
MOD01a-Engine_Iron_S,Irongine,"The Iron Raiders tested their engines on prisoners forced to escape the Hole’s gravity. One succeeded, became a guild leader, and his engine was named Irongine.",Module,0,Salvage,T_MOD_Engine_S,MOD01a-Engine_Iron_S-Name,MOD01a-Engine_Iron_S-Description,Entity,MainEngine,0,,,,,,,,MainEngine
MOD01b-Engine_S_Premium,Boosted S,"Right after the Pact of the Guilds, before hostilities resumed, Iron and Gold collaborated to improve the common engine used by their raiders, one of their last peaceful pacts.",Module,0,Salvage,T_Engine_S_Premium,MOD01b-Engine_S_Premium-Name,MOD01b-Engine_S_Premium-Description,Rebext,MainEngine,0,,,,,,,,MainEngine
MOD01c-Engine_S_Outpost,Utority Propulser ,Cagetastic developed this engine from cage-building drone tech. It proved so efficient that it was repurposed for raider engines.,Module,0,Salvage,T_MOD41-Gatling_S,MOD01c-Engine_S_Outpost-Name,MOD01c-Engine_S_Outpost-Description,Cagetastic,MainEngine,0,,,,,,,,MainEngine
MOD02-Engine_M,Propulser 44,"Manufactured by HomeInSpace, a safe and reliable engine used by most raiders.",Module,0,Salvage,T_Engine_M,MOD02-Engine_M-Name,MOD02-Engine_M-Description,HomeInSpace,MainEngine,0,,,,,,,,MainEngine
MOD02b-Engine_M_Poor,Recycled Propulser 44,"Manufactured by HomeInSpace, a fairly safe engine used by most raiders.
Recycled Module.",Module,400,Uncommon,T_Engine_M_Poor,MOD02b-Engine_M_Poor-Name,MOD02b-Engine_M_Poor-Description,HomeInSpace,MainEngine,460,,,,,,,,MainEngine
MOD02c-Engine_M_Premium,Medium Engine (Premium),Medium Engine (Premium),Module,0,Salvage,T_Engine_M_Premium,MOD02c-Engine_M_Premium-Name,MOD02c-Engine_M_Premium-Description,HomeInSpace,MainEngine,0,,,,,,,,MainEngine
MOD02d-EngineGold_M,Goold Boost,"The Gold Guild forged this engine from the rarest Neterun materials, believing it their greatest creation and a tribute to their golden god.",Module,0,Salvage,T_MOD_Engine_M,MOD02d-EngineGold_M-Name,MOD02d-EngineGold_M-Description,Tolec,MainEngine,0,,,,,,,,MainEngine
MOD02e-EngineLevel_M,Propulser 44 Mod 0,"Home In Space gave elite raiders the codes to build an upgradeable version of their engine, likely in exchange for valuable loot.",Module,0,Salvage,T_MOD_Engine_M,MOD02e-EngineLevel_M-Name,MOD02e-EngineLevel_M-Description,HomeInSpace,MainEngine,0,,,,,,,,MainEngine
MOD03-Engine_L,Propulser 45,The HIS Propulser 44 patent evolved into this Reduced Transmission model. Save energy and go the distance.,Module,0,Salvage,T_Engine_L,MOD03-Engine_L-Name,MOD03-Engine_L-Description,HomeInSpace,MainEngine,0,,,,,,,,MainEngine
MOD03b-Engine_L_Poor,Recycled Propulser 45,"The HIS M-engine patent evolved into this Reduced Transmission model. Save energy and go the distance, if you know your way around the galaxy.
Recycled Module.",Module,600,Rare,T_Engine_L_Poor,MOD03b-Engine_L_Poor-Name,MOD03b-Engine_L_Poor-Description,HomeInSpace,MainEngine,520,,,,,,,,MainEngine
MOD03c-Engine_L_Premium,Large Engine (Premium),Large Engine (Premium),Module,0,Salvage,T_Engine_L_Premium,MOD03c-Engine_L_Premium-Name,MOD03c-Engine_L_Premium-Description,Cagetastic,MainEngine,0,,,,,,,,MainEngine
MOD04-Cargo_XS,[C],[C],Module,0,Salvage,T_MOD_Cargo_S,MOD04-Cargo_XS-Name,MOD04-Cargo_XS-Description,IGF,,#N/A,,,,,,,,
MOD04-Cargo_S,[C],[C],Module,0,Salvage,T_MOD_Cargo_S,MOD04-Cargo_S-Name,MOD04-Cargo_S-Description,HomeInSpace,,#N/A,,,,,,,,
MOD05-Cargo_M,[C],[C],Module,0,Salvage,T_MOD_Cargo_M,MOD05-Cargo_M-Name,MOD05-Cargo_M-Description,IGF,,#N/A,,,,,,,,
MOD06-Cargo_L,[C],[C],Module,0,Salvage,T_MOD_Cargo_L,MOD06-Cargo_L-Name,MOD06-Cargo_L-Description,Tolec,,#N/A,,,,,,,,
MOD07-Gun_S_00,Lon-1,A scout raider weapon used in major colonial wars of the Human Empire. Patented by Tolec.,Module,500,Uncommon,T_GunS00,MOD07-Gun_S_00-Name,MOD07-Gun_S_00-Description,Tolec,Gatling,499,,,,,,,,Gatling
MOD07-Gun_S_01,Lon-2,"The Lon-2 keeps all the merits of the Lon-1 while fixing its flaws. A decisive weapon in early raider wars, used in the Guilds’ attack on the Core planet.",Module,100,Salvage,T_MOD_Gun_01,MOD07-Gun_S_01-Name,MOD07-Gun_S_01-Description,Entity,Gatling,222,,,,,,,,Gatling
MOD07-Gun_S_02,Meteor Phaser,"Designed by Isaac Greyling, the Meteor Phaser was widely used in the Thornstone region for resource extraction.",Module,800,Epic,T_GunS02,MOD07-Gun_S_02-Name,MOD07-Gun_S_02-Description,IGF,Gatling,612,,,,,,,,Gatling
MOD07-Gun_S_03,Omega Phaser,"An old Opal Mhafek project before their extermination. After the war, K&B obtained the original design for free.",Module,600,Rare,T_GunS03,MOD07-Gun_S_03-Name,MOD07-Gun_S_03-Description,KnB,Gatling,537,,,,,,,,Gatling
MOD07-Gun_S_04,Pulser Mk1,"A direct evolution of the Mk1, made necessary during the Great Fixing Attack, when the Empire destroyed insurgent colonies.",Module,600,Rare,T_GunS04,MOD07-Gun_S_04-Name,MOD07-Gun_S_04-Description,KnB,Laser,521,,,,,,,,Laser
MOD07-Gun_S_05,Pulser Mk2,"The latest pulser on the market. Easy to master but expensive, it uses energy storage tech for greater damage than earlier models.",Module,100,Salvage,T_MOD_Gun_05,MOD07-Gun_S_05-Name,MOD07-Gun_S_05-Description,KnB,Laser,222,,,,,,,,Laser
MOD07-Gun_S_06,Pulser Mk3,An IGF spy stole the Pulser MK1 concept. Their designers kept the base structure but added “Warp” projectile triggering for better energy use.,Module,100,Salvage,T_MOD_Gun_06,MOD07-Gun_S_06-Name,MOD07-Gun_S_06-Description,KnB,Laser,222,,,,,,,,Laser
MOD07-Gun_S_07,Warp Pulser,An IGF spy stole the Pulser MK1 concept. Their designers kept the base structure but added “Warp” projectile triggering for better energy use.,Module,100,Salvage,T_MOD_Gun_07,MOD07-Gun_S_07-Name,MOD07-Gun_S_07-Description,IGF,Gatling,222,,,,,,,,Gatling
MOD07-Gun_S_07_Premium,Warp Pulser Plus,An IGF spy stole the Pulser MK1 concept. Their designers kept the base structure but added “Warp” projectile triggering for better energy use.,Module,100,Salvage,T_MOD_Gun_07,MOD07-Gun_S_07_Premium-Name,MOD07-Gun_S_07_Premium-Description,IGF,Gatling,222,,,,,,,,Gatling
MOD08-Gun_M,Tower Gun,"The HomeInSpace Company once used turrets as station defenses. Old Joe first mounted them on a ship, inspiring other raiders.",Module,100,Salvage,T_MOD_Gun_M,MOD08-Gun_M-Name,MOD08-Gun_M-Description,HomeInSpace,Gatling,222,,,,,,,,
MOD10-Laser_S,Standard Beam,"A simple Cagetastic energy weapon, known for its commercial success and effectiveness against shields.",Module,300,Common,T_Laser_S,MOD10-Laser_S-Name,MOD10-Laser_S-Description,Cagetastic,Laser,401,,,,,,,,Laser
MOD10a-IntLaser,Internal Laser,Internal Laser,Module,0,Salvage,T_MOD_Laser_S,MOD10a-IntLaser-Name,MOD10a-IntLaser-Description,TTF,,#N/A,,,,,,,,
MOD10b-Laser_S_Poor,Recycled Standard Beam,"A simple Cagetastic energy weapon, known for its commercial success and effectiveness against shields. Recycled Module.",Module,500,Uncommon,T_Laser_S_Poor,MOD10b-Laser_S_Poor-Name,MOD10b-Laser_S_Poor-Description,Cagetastic,Laser,500,,,,,,,,Laser
MOD10c-Laser_Starting,Old Joe's Beam,"An entry-level laser by Entity, founded by raider Joe Santoro. Effective against shields.",Module,400,Uncommon,T_Laser_S_Poor,MOD10c-Laser_Starting-Name,MOD10c-Laser_Starting-Description,Entity,Laser,451,,,,,,,,Laser
MOD11b-Laser_L_Poor,Recycled Collimator H,"After Cagetastic's cage success, the Empire invested heavily. Cagetastic repaid with the Collimator H, effective against shields.
Recycled Module.",Module,100,Salvage,T_MOD_Laser_L,MOD11b-Laser_L_Poor-Name,MOD11b-Laser_L_Poor-Description,Cagetastic,Laser,222,,,,,,,,Laser
MOD11-Laser_L,Collimator H,"After Cagetastic's success in cage construction, the Empire invested heavily in the company. Cagetastic repaid the trust with the Collimator H, effective against shields.",Module,100,Salvage,T_MOD_Laser_L,MOD11-Laser_L-Name,MOD11-Laser_L-Description,Cagetastic,Laser,222,,,,,,,,Laser
MOD11c-Laser_L_Premium,Large Laser (Premium),Large Laser (Premium),Module,100,Salvage,T_MOD_Laser_L,MOD11c-Laser_L_Premium-Name,MOD11c-Laser_L_Premium-Description,Cagetastic,Laser,222,,,,,,,,Laser
MOD12-RocketLauncher_M,[C],[C],Module,0,Salvage,T_MOD_RocketLauncher_M,MOD12-RocketLauncher_M-Name,MOD12-RocketLauncher_M-Description,Rebext,Rocket,0,,,,,,,,Rocket
MOD12a-RocketLauncher_M_Poor,Recycled Maydeath,"A mid-level rocket launcher built in the giant metal factories of the first space colonies in the Galaxy of Neterun.
Recycled Module.",Module,0,Salvage,T_MOD_RocketLauncher_L,MOD12a-RocketLauncher_M_Poor-Name,MOD12a-RocketLauncher_M_Poor-Description,Rebext,Rocket,0,,,,,,,,Rocket
MOD13-RocketLauncher_L,[C],[C],Module,0,Salvage,T_MOD_RocketLauncher_L,MOD13-RocketLauncher_L-Name,MOD13-RocketLauncher_L-Description,Rebext,Rocket,0,,,,,,,,Rocket
MOD13a-RocketLauncher_L_Poor,Recycled Falxed,"If a raider wants a rocket launcher, this is the best they can get. Many say firing a missile with the Falxed feels like becoming human again.
Recycled Module.",Module,0,Salvage,T_MOD_RocketLauncher_L,MOD13a-RocketLauncher_L_Poor-Name,MOD13a-RocketLauncher_L_Poor-Description,Rebext,Rocket,0,,,,,,,,Rocket
MOD14-AlienRocketLauncher_L,[C],[C],Module,0,Salvage,T_MOD_RocketLauncher_Alien,MOD14-AlienRocketLauncher_L-Name,MOD14-AlienRocketLauncher_L-Description,Entity,Rocket,0,,,,,,,,Rocket
MOD15-Gatling_00,RaidGun,"Small automatic weapons mounted on raider bodies. Like most Imperial models, RaidGuns are supplied by Isaac Greyling Foundry.",Module,300,Common,T_MOD_Gatling_01,MOD15-Gatling_00-Name,MOD15-Gatling_00-Description,IGF,Gatling,375,,,,,,,,
MOD15-Gatling_01,K&B Actuator 999,"Behl begged the Alchemist for a versatile material for a new weapon, the Actuator. The Alchemist refused until Kin offered him a side arm from a forgotten war.",Module,300,Common,T_MOD_Gatling_01,MOD15-Gatling_01-Name,MOD15-Gatling_01-Description,IGF,Gatling,375,,,,,,,,
MOD15-Gatling_02,InnerSun,Built by the TTF’s advanced AI before the incident with Imperial authorities. Uses sunyus tech to increase target accuracy.,Module,300,Common,T_MOD_Gatling_01,MOD15-Gatling_02-Name,MOD15-Gatling_02-Description,IGF,Gatling,375,,,,,,,,
MOD15-Gatling_03,OnsGun,"An evolution of the RaidGun, created by Isaac Greyling Foundry using low-grade orichalcum. Some claimed it interfered with brainwaves. Greyling called it jealousy.",Module,0,Salvage,T_MOD_Gatling_01,MOD15-Gatling_03-Name,MOD15-Gatling_03-Description,IGF,,#N/A,,,,,,,,
MOD15a-IntGatling,RaidGun,"Small automatic weapons mounted on raider ships. Like most basic Imperial models, RaidGuns are supplied by Isaac Greyling Foundry.",Module,0,Salvage,T_MOD_Gatling_01,MOD15a-IntGatling-Name,MOD15a-IntGatling-Description,IGF,,#N/A,,,,,,,,
MOD15b-IntGatling,Internal Gatling B,Internal Gatling B,Module,0,Salvage,T_MOD_Gatling_01,MOD15b-IntGatling-Name,MOD15b-IntGatling-Description,IGF,,#N/A,,,,,,,,
MOD16-MineDropper,[C],[C],Module,0,Salvage,T_MOD_MineDropper,MOD16-MineDropper-Name,MOD16-MineDropper-Description,KnB,,#N/A,,,,,,,,
MOD17-SonicMatterExtractor_S,[C],[C],Module,0,Salvage,T_MOD_SonicExtractor_S,MOD17-SonicMatterExtractor_S-Name,MOD17-SonicMatterExtractor_S-Description,IGF,,#N/A,,,,,,,,
MOD18-SonicMatterExtractor_M,[C],[C],Module,0,Salvage,T_MOD_SonicExtractor_M,MOD18-SonicMatterExtractor_M-Name,MOD18-SonicMatterExtractor_M-Description,IGF,,#N/A,,,,,,,,
MOD19-SonicMatterExtractor_L,[C],[C],Module,0,Salvage,T_MOD_SonicExtractor_L,MOD19-SonicMatterExtractor_L-Name,MOD19-SonicMatterExtractor_L-Description,IGF,,#N/A,,,,,,,,
MOD20-Blades,[C],[C],Module,100,Salvage,T_MOD_Blades,MOD20-Blades-Name,MOD20-Blades-Description,Maison,Gatling,222,,,,,,,,
MOD21-Gatling_02,K&B FrontierDream,"When Kin proposed evolving their basic gatling, Behl hesitated. Kin showed him a raider effortlessly slaughtering aliens, then revealed the name. Behl was instantly convinced.",Module,100,Salvage,T_MOD_Gatling_02,MOD21-Gatling_02-Name,MOD21-Gatling_02-Description,KnB,Gatling,222,,,,,,,,Gatling
MOD21b-Gatling_02_Poor,Recycled K&B FrontierDream,"When Kin suggested improving their gatling, Behl doubted him. Then Kin showed a slaughter test, and the name. Behl was sold.
Recycled Module.",Module,100,Salvage,T_MOD_Gatling_02,MOD21b-Gatling_02_Poor-Name,MOD21b-Gatling_02_Poor-Description,KnB,Gatling,222,,,,,,,,Gatling
MOD21c-Gatling_02_Premium,Large Gatling (Premium),Large Gatling (Premium),Module,100,Salvage,T_MOD_Gatling_02,MOD21c-Gatling_02_Premium-Name,MOD21c-Gatling_02_Premium-Description,KnB,Gatling,222,,,,,,,,Gatling
MOD22-Bomb,[C],[C],Module,0,Salvage,T_MOD_Bomb,MOD22-Bomb-Name,MOD22-Bomb-Description,Cagetastic,,#N/A,,,,,,,,
MOD23-MOAB666,[C],[C],Module,0,Salvage,T_MOD_MOAB666,MOD23-MOAB666-Name,MOD23-MOAB666-Description,IGF,,#N/A,,,,,,,,
MOD24-NeptuneMissile,[C],,Module,0,Salvage,T_MOD_NeptuneMissile,MOD24-NeptuneMissile-Name,MOD24-NeptuneMissile-Description,Entity,,#N/A,,,,,,,,
MOD26-Shield_01,[C],[C],Module,0,Salvage,,MOD26-Shield_01-Name,MOD26-Shield_01-Description,HomeInSpace,,#N/A,,,,,,,,
MOD27-Shield_02,[C],[C],Module,0,Salvage,,MOD27-Shield_02-Name,MOD27-Shield_02-Description,Rebext,,#N/A,,,,,,,,
MOD28-HeatShield,[C],[C],Item,0,Salvage,,MOD28-HeatShield-Name,MOD28-HeatShield-Description,Tolec,,#N/A,,,,,,,,
MOD29-FuelTank,[C],[C],Module,0,Salvage,T_MOD_FuelTank,MOD29-FuelTank-Name,MOD29-FuelTank-Description,Maison,,#N/A,,,,,,,,
MOD30-RocketLauncher_S,RocketMind,,Module,0,Salvage,T_MOD_RocketLauncher_S,MOD30-RocketLauncher_S-Name,MOD30-RocketLauncher_S-Description,TTF,Rocket,0,,,,,,,,Rocket
MOD30a-RocketLauncher_S_Poor,Recycled RocketMind,"""When a raider with a gatling meets a raider with a rocket launcher, the gatling raider is a dead raider."" With this claim, Toward The Future System announced the successful brain-linked rocket launcher.
Recycled Module.",Module,400,Uncommon,T_MOD_RocketLauncher_S,MOD30a-RocketLauncher_S_Poor-Name,MOD30a-RocketLauncher_S_Poor-Description,TTF,Rocket,443,,,,,,,,Rocket
MOD30b-StartingRocketLauncher,Raiderizer,"An Imperial, lightweight rocket launcher. A stripped-down version of more powerful models.",Module,100,Uncommon,T_MOD_RocketLauncher_S,MOD30b-StartingRocketLauncher-Name,MOD30b-StartingRocketLauncher-Description,KnB,Rocket,460,,,,,,,,Rocket
MOD31-WormCargo,[C],,Module,0,Salvage,T_MOD_WormCargo,MOD31-WormCargo-Name,MOD31-WormCargo-Description,Entity,,#N/A,,,,,,,,
MOD32-WormEngine,[C],,Module,0,Salvage,,MOD32-WormEngine-Name,MOD32-WormEngine-Description,Entity,MainEngine,0,,,,,,,,
MOD33-WormTail,[C],,Module,0,Salvage,,MOD33-WormTail-Name,MOD33-WormTail-Description,Abby,,#N/A,,,,,,,,
MOD34-MaalaxmiEngine_S,Liturgon,,Module,0,Salvage,,MOD34-MaalaxmiEngine_S-Name,MOD34-MaalaxmiEngine_S-Description,Entity,,#N/A,,,,,,,,
MOD35-MaalaxmiEngine_M,Liturgon Mid,,Module,0,Salvage,,MOD35-MaalaxmiEngine_M-Name,MOD35-MaalaxmiEngine_M-Description,Entity,,#N/A,,,,,,,,
MOD36-MaalaxmiEngine_L,Liturgon Ful,,Module,0,Salvage,,MOD36-MaalaxmiEngine_L-Name,MOD36-MaalaxmiEngine_L-Description,Entity,,#N/A,,,,,,,,
MOD37-StdToolbox,Repairer,[C],Module,0,Uncommon,T_MOD_ToolBox,MOD37-StdToolbox-Name,MOD37-StdToolbox-Description,TTF,,#N/A,,,,,,,,
MOD38-DefuseToolbox,Not Found,A defuse toolbox that can defuse explosive things.,Module,0,Rare,T_MOD_DefuseToolbox,MOD38-DefuseToolbox-Name,MOD38-DefuseToolbox-Description,TTF,,#N/A,,,,,,,,
MOD40-RaiderGatling01,Not Found,,Module,100,Salvage,,MOD40-RaiderGatling01-Name,MOD40-RaiderGatling01-Description,Rebext,Gatling,222,,,,,,,,Gatling
MOD41-Gatling_S,K&B Gun,"The first, glorious K&B model. Compact, easy to mount, used by every raider. ""Freedom spree. K&B.""",Module,300,Common,T_MOD41-Gatling_S,MOD41-Gatling_S-Name,MOD41-Gatling_S-Description,KnB,Gatling,374,,,,,,,,Gatling
MOD41a-Gatling_S_Poor,Recycled K&B Gun,"The first, glorious K&B model. Compact, easy to mount, used by every raider. ""Freedom spree. K&B.""
Recycled Module.",Module,400,Uncommon,T_MOD41-Gatling_S,MOD41a-Gatling_S_Poor-Name,MOD41a-Gatling_S_Poor-Description,KnB,Gatling,424,,,,,,,,Gatling
MOD41b-Gatling_S_Premium,Faultysoul Z4,Said to be created by a Soul Landing prisoner before being accused of starting a riot and extracted. Marketed by Entity.,Module,600,Rare,T_MOD41-Gatling_S,MOD41b-Gatling_S_Premium-Name,MOD41b-Gatling_S_Premium-Description,Entity,Gatling,539,,,,,,,,Gatling
MOD41c-Gatling_S_Marianan,Faultysoul Z5,Used by many bounty hunter raiders. The Faultysoul Z5 was designed by a Soul Landing prisoner after witnessing her cellmate’s extraction.,Module,800,Epic,T_MOD41-Gatling_S,MOD41c-Gatling_S_Marianan-Name,MOD41c-Gatling_S_Marianan-Description,Entity,Gatling,622,,,,,,,,Gatling
MOD42-Gatling_M,Medium Gatling,Medium Gatling,Module,100,Salvage,T_MOD_Gatling_02,MOD42-Gatling_M-Name,MOD42-Gatling_M-Description,KnB,Gatling,222,,,,,,,,Gatling
MOD50-SonicMatterShooter_S,TAI SHO-Gun,"An advanced version of the SHO-Gun by TowardTheFuture Systems, conceived while its founders were intoxicated by their first exposure to sonic matter.",Module,0,Common,T_MOD50_SonicShooter_S,MOD50-SonicMatterShooter_S-Name,MOD50-SonicMatterShooter_S-Description,KnB,SonicShooter,0,,,,,,,,SonicShooter
MOD50b-SonicMatterShooter_XS,SHO-Gun,An entry-level sonic matter weapon. Rebext developed the Sonic HOpe Gun after extensive prison riot research at Soul Landing.,Module,100,Common,T_MOD50_SonicShooter_S,MOD50b-SonicMatterShooter_XS-Name,MOD50b-SonicMatterShooter_XS-Description,Rebext,SonicShooter,500,,,,,,,,SonicShooter
MOD51-SonicMatterShooter_M,Spherical Harmon,"""It is necessary to harness the resonance between sonic matter and the raider’s soul to reach the essence of the Galaxy."" With these words, mystic Hedorn Orizein founded HomeInSpace and proposed this sonic matter shooter.",Module,0,Common,T_MOD_SonicExtractor_M,MOD51-SonicMatterShooter_M-Name,MOD51-SonicMatterShooter_M-Description,HomeInSpace,SonicShooter,0,,,,,,,,SonicShooter
MOD52-SonicMatterShooter_L,The Mundi,"The perfect bond between human mind and sonic matter. Built through painful experiments on Soul Landing prisoners, the Mundi’s origin remains secret.",Module,0,Common,T_MOD_SonicExtractor_L,MOD52-SonicMatterShooter_L-Name,MOD52-SonicMatterShooter_L-Description,Rebext,SonicShooter,0,,,,,,,,SonicShooter
MOD53-GatlingIron_M,Scalphunter,"Accuracy, power, speed. These were the Three Isotopes’ demands to the Iron Raiders when designing a guild gatling. Tested in a sortie against Gold Raiders, a total slaughter.",Module,100,Salvage,T_MOD_Gun_00,MOD53-GatlingIron_M-Name,MOD53-GatlingIron_M-Description,KnB,Gatling,222,,,,,,,,Gatling
MOD54-LaserGold_S,GodBeam,"Result of gold nanoparticle research, this module lets Gold Raiders enhance Cagetastic’s laser weapons.",Module,100,Salvage,T_MOD_Laser_L,MOD54-LaserGold_S-Name,MOD54-LaserGold_S-Description,Cagetastic,Laser,222,,,,,,,,Laser
MOD55-GatlingLevel_S,K&B Gun Mod 0,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",Module,100,Salvage,T_MOD_Gun_00,MOD55-GatlingLevel_S-Name,MOD55-GatlingLevel_S-Description,KnB,Gatling,222,,,,,,,,Gatling
MOD55-GatlingLevel1_S,K&B Gun Mod 1,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",Module,0,Salvage,T_MOD_Gun_01,MOD55-GatlingLevel1_S-Name,MOD55-GatlingLevel1_S-Description,KnB,,#N/A,,,,,,,,
MOD55-GatlingLevel2_S,K&B Gun Mod 2,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",Module,0,Salvage,T_MOD_Gun_02,MOD55-GatlingLevel2_S-Name,MOD55-GatlingLevel2_S-Description,KnB,,#N/A,,,,,,,,
MOD55-GatlingLevel3_S,K&B Gun Mod 3,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",Module,0,Salvage,T_MOD_Gun_03,MOD55-GatlingLevel3_S-Name,MOD55-GatlingLevel3_S-Description,KnB,,#N/A,,,,,,,,
MOD55-GatlingLevel4_S,K&B Gun Mod 4,"Against their research team’s advice, Kin & Behl created an alterable version of their famous gatling. Then fired the entire department.",Module,0,Salvage,T_MOD_Gun_04,MOD55-GatlingLevel4_S-Name,MOD55-GatlingLevel4_S-Description,KnB,,#N/A,,,,,,,,
MOD56-LaserLevel_S,Standard Beam Mod 0,"A hacked version of Cagetastic’s Beam, for raiders seeking more from the base model. Effective against shields.",Module,100,Salvage,T_MOD_Laser_S,MOD56-LaserLevel_S-Name,MOD56-LaserLevel_S-Description,Cagetastic,Laser,222,,,,,,,,Laser
MOD56-Organic_S,Balancer,The Tree Wars caused massive losses for both Malaxdon and Imperials. This module marked peace and guaranteed Tree ecosystem stability.,Module,0,Salvage,T_OrganicWeapon_S_Starting,MOD56-Organic_S-Name,MOD56-Organic_S-Description,Rebext,,#N/A,,,,,,,,
MOD56c-Organic_Starting,Honorary Balancer,"The High Malaxdon built the Balancer to harvest sonic matter quickly and painlessly, preserving their cult’s ethics and alliance with the Empire.",Module,0,Salvage,T_OrganicWeapon_S_Starting,MOD56c-Organic_Starting-Name,MOD56c-Organic_Starting-Description,KnB,,#N/A,,,,,,,,
MOD57-Organic_M,Kindoom,"An advanced Balancer made after HIS negotiated trade deals with the Malaxdon, securing Tree resources for the company.",Module,0,Salvage,T_MOD_Gun_00,MOD57-Organic_M-Name,MOD57-Organic_M-Description,Rebext,,#N/A,,,,,,,,
MOD57-RocketLauncherLevel_S,Rocket Launcher Mod 0,"""Any trouble, raider?"" With this message, TTF announced their flagship rocket launcher was now upgradeable.",Module,0,Salvage,T_MOD_RocketLauncher_S,MOD57-RocketLauncherLevel_S-Name,MOD57-RocketLauncherLevel_S-Description,TTF,Rocket,0,,,,,,,,Rocket
MOD58-Organic_L,Enlighster,"The ultimate Balancer module. Unauthorized by Yalda Nor, it's the result of The Alchemist's partnership with K&B and a successful bribe of the High Malaxdon.",Module,0,Salvage,T_MOD_Gun_00,MOD58-Organic_L-Name,MOD58-Organic_L-Description,KnB,,#N/A,,,,,,,,
MOD59-OrganicLevel_S,Balancer Mod 0,"An upgradeable Balancer, early prototype of an experimental module. Like the base version, it’s highly effective against Neterun’s creatures.",Module,0,Salvage,T_MOD_Gun_00,MOD59-OrganicLevel_S-Name,MOD59-OrganicLevel_S-Description,KnB,,#N/A,,,,,,,,
MOD60-AlienGatling_S,RRX,Tolec’s reward for weapons that blinded enemy teams during Tomorrow’s War. Alien tech finally let the company rival K&B.,Module,100,Salvage,T_MOD_Gun_00,MOD60-AlienGatling_S-Name,MOD60-AlienGatling_S-Description,Tolec,Gatling,222,,,,,,,,Gatling
